Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"50111","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50112","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50113","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50114","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50115","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","95.93%"
"50116","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50117","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50118","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51054","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51063","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51064","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51066","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51069","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.76%"
"51072","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51073","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51165","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51166","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51167","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51213","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"51215","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52001","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","77.14%"
"52002","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","84.22%"
"52003","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","87.59%"
"52004","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","91.70%"
"52009","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","87.14%"
"52010","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","78.39%"
"52011","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.21%"
"52013","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52014","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52016","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","75.32%"
"52022","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","88.33%"
"52023","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52024","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","85.50%"
"52025","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","79.03%"
"52026","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","85.15%"
"52027","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.19%"
"52029","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","71.81%"
"52030","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52031","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.85%"
"52032","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","83.45%"
"52033","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","84.16%"
"52034","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","87.09%"
"52035","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.40%"
"52036","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52037","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","85.43%"
"52042","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","8","83.95%"
"52043","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","86.43%"
"52044","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","85.87%"
"52045","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.18%"
"52047","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.91%"
"52048","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","92.42%"
"52049","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.24%"
"52051","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","92.42%"
"52052","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","88.94%"
"52053","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","8","81.16%"
"52057","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","71.74%"
"52058","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","82.47%"
"52059","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","87.72%"
"52062","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","81.56%"
"52063","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.04%"
"52064","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","93.10%"
"52065","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.92%"
"52066","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","82.76%"
"52067","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52068","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52069","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52131","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","86.38%"
"52164","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","80.90%"
"52167","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","84.80%"
"52179","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","88.41%"
"52180","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","80.58%"
"52184","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","87.86%"
"52186","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","88.84%"
"52188","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","84.40%"
"52194","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","83.93%"
"52195","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","78.35%"
"52196","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","83.40%"
"52197","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","86.32%"
"52198","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52200","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","87.78%"
"52202","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"52204","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52205","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52206","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52207","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","86.70%"
"52210","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","77.37%"
"52211","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","78.72%"
"52212","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","76.07%"
"52213","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.78%"
"52216","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","76.56%"
"52224","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","84.66%"
"52226","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52231","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52232","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52233","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"52234","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.00%"
"52235","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"52236","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"52237","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","77.96%"
"53046","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53048","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53049","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"53052","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","83.21%"
"53055","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","97.62%"
"53056","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"53057","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.47%"
"53058","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53059","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","92.63%"
"53062","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","91.04%"
"53064","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.22%"
"53065","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.42%"
"53066","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.90%"
"53067","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"53068","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","92.94%"
"53069","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","87.98%"
"53071","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.36%"
"53073","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","84.85%"
"53074","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","92.31%"
"53075","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","92.05%"
"53080","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","92.68%"
"53081","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","86.70%"
"53082","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","93.07%"
"53083","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","91.76%"
"53084","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.47%"
"53085","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.89%"
"53087","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53089","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.65%"
"53090","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","93.41%"
"53091","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","92.01%"
"53097","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.19%"
"53098","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.61%"
"53100","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","85.14%"
"53101","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","7","84.29%"
"53107","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53108","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","92.75%"
"53140","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53142","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.23%"
"53143","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.71%"
"53144","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53145","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.28%"
"53146","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","88.24%"
"53148","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","6","91.02%"
"53150","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53151","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53152","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53153","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","50.00%"
"53154","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","91.85%"
"53155","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.71%"
"53156","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.48%"
"53158","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","93.83%"
"53159","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"53160","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.35%"
"53162","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","87.44%"
"53164","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53165","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53166","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53167","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53168","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53169","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53170","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.71%"
"53171","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","91.25%"
"53172","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53173","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53174","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.94%"
"53305","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","91.18%"
"53308","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","91.89%"
"53313","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53322","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53343","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53344","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53345","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53346","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.49%"
"53347","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","95.18%"
"53348","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","92.62%"
"53349","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"53350","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","93.37%"
"53353","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","91.38%"
"53356","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53363","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.71%"
"53366","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","84.66%"
"53373","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","120.00%"
"53375","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","88.24%"
"53376","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.84%"
"53380","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","88.96%"
"53381","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.18%"
"53384","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","92.80%"
"53389","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","91.69%"
"53390","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53393","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","71.42%"
"53404","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"53405","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"54101","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","85.25%"
"54102","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.59%"
"54103","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.66%"
"54104","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.45%"
"54107","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","86.46%"
"54108","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","6","84.83%"
"54109","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","91.16%"
"54111","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","89.71%"
"54112","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.20%"
"54113","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","90.20%"
"54114","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.71%"
"54116","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"54117","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"54120","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.03%"
"54121","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.42%"
"54122","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.77%"
"54123","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","87.13%"
"54141","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","91.08%"
"54142","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.47%"
"54144","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.58%"
"54161","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","91.20%"
"54180","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","86.90%"
"54181","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","86.47%"
"54183","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.76%"
"54184","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","90.43%"
"54185","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","87.83%"
"54186","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"56064","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"56065","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","88.01%"
"56066","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","87.63%"
"56069","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","91.04%"
"56070","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","85.05%"
"56071","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.26%"
"56072","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.79%"
"56073","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","83.24%"
"56078","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.19%"
"56079","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","90.57%"
"56081","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","75.71%"
